,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
20,21,822,10183,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,,,,,,,,,,,,,,,27,10,,,,,,,,,,,1,9,20,31,1162,21,,,,,,,,,4616,23,4,26,587,20,,,,,,,110,8,,,578,28,,,,,,,,,,,,,,,32,26,,,,,,,,,100,19,,,,,,,,,,,,,,,606,15,639,18,,,,,,,,,,,58,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,14,8,9,45,13,,,,,,,,,,,,,459,13,,,,,110,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,11,,,,,,,,,,,,,,,,,,,,,,,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,422,11
21,22,5072,9764,,,,,,,,,,,3,18,,,,,,,,,,,,,,,7,19,,,,,20,3,,,,,,,,,7,48,,,,,,,,,,,,,97,9,441,48,,,,,,,,,7318,15,8,14,71,67,,,,,,,,,,,325,47,,,,,,,,,,,,,6,3,,,230,2,,,,,,,,,,,,,293,4,,,,,,,,,108,64,307,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,1,,,16,2,,,75,2,,,,,,,,,,,,,,,37,64,8,10,47,11,,,,,,,,,,,,,,,,,,,,,,,,,67,66,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,18,52,,,,,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,60
22,23,5432,8635,,,,,,,,,,,90,7,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,78,,,,,,,,,6580,17,,,693,19,,,,,92,6,12,60,,,153,67,,,,,,,,,,,,,2,4,51,18,50,3,,,,,,,,,,,,,104,10,,,,,,,,,101,69,65,52,,,,,,,,,,,10,46,,,,,,,,,,,,,,,9,7,,,,,,,3,6,,,6,3,,,,,,,,,,,,,,,61,56,18,2,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,14,2,,,203,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,38
23,24,6819,8497,,,,,,,,,,,,,,,,,,,,,,,,,,,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,19,5558,2,,,,,,,,,1583,66,6,21,,,,,,,,,21,37,,,195,61,,,,,,,,,,,,,,,26,32,,,,,,,,,,,,,,,,,,,,,8,3,,,152,52,,,,,,,,,,,,,15,39,,,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,71,50,,,12,36,,,,,,,,,,,,,416,15,,,,,71,30,,,,,149,47,,,,,,,,,,,,,,,,,17,15,,,,,,,,,,,,,37,35,,,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,44
24,25,2136,8093,,,,,,,,,,,,,,,,,,,,,,,,,,,103,7,,,,,,,,,,,,,,,,,,,,,,,160,8,,,,,,,2564,10,,,,,,,,,2647,43,11,10,171,47,,,,,182,4,,,,,201,60,,,,,,,,,,,,,,,,,,,,,107,10,,,152,16,,,,,,,,,,,,,,,432,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,571,10,,,,,,,,,,,,,,,,,413,16,,,,,,,,,,,61,71,,,,,,,,,,,,,,,,,65,6,,,,,,,,,5,3,,,191,9,,,,,,,,,,,,,,,,,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,89
25,26,11733,7477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,98,,,,,,,6,1,1153,79,,,,,,,,,,,,,,,388,39,,,,,,,,,,,,,,,,,,,,,330,3,,,16,39,,,,,,,,,,,,,,,5272,2,42,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,,,,,,,,,,,74,3,,,,,18,9,,,,,8,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,
26,27,27443,7096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,18,,,,,,,45,21,,,5,6,23,29,697,34,,,,,,,,,745,107,5,23,507,23,25,6,,,,,71,17,,,362,43,,,,,,,,,,,,,,,,,,,,,50,12,,,,,,,,,,,,,,,,,,,429,26,,,,,,,,,,,,,851,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,24,,,,,,,,,,,,,,,,,272,19,,,,,153,21,,,,,843,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1788,4
27,28,2398,7012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,60,,,,,,,,,5937,19,6,19,,,,,,,,,20,40,,,458,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,49,,,,,,,,,,,,,,,,,26,70,,,,,,,,,,,139,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,45,,,,,,,,,,,,,,,,,40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,2392,6935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,21,,,,,,,87,12,,,,,,,700,33,,,,,,,,,3824,28,,,287,34,,,12,5,76,7,,,,,665,25,,,,,,,,,,,,,,,,,,,,,,,,,15,40,,,,,,,,,,,,,,,332,31,198,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,22,,,20,27,,,,,,,,,,,,,252,20,,,,,130,24,,,,,,,,,,,,,,,,,,,,,,,11,20,,,,,,,7,11,,,,,83,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,56
29,30,2719,6895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,81,,,,,,,,,,,,,25,25,544,41,,,,,,,,,5116,22,13,7,223,41,,,,,,,31,30,,,407,36,,,,,,,,,,,,,,,37,24,,,,,,,,,12,44,,,,,,,,,,,,,,,172,48,,,,,,,,,,,,,5,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,55,,,,,,,,,,,,,,,,,26,71,,,,,,,,,,,134,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,39,,,,,,,,,,,,,,,,,,,,,,,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,56,41
30,31,3886,6485,,,,,,,,,,,,,,,,,,,,,,,,,,,144,6,,,,,,,,,,,,,,,11,29,,,,,,,,,,,,,79,13,2695,8,,,,,,,,,5,942,2,39,225,40,8,15,,,13,13,63,18,,,336,46,,,4,3,,,,,,,,,,,23,35,,,,,,,,,621,2,,,,,,,,,,,,,,,682,12,67,49,,,,,,,,,,,18,33,,,,,,,11,2,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,41,6,12,52,10,,,,,,,,,,,,,156,26,,,,,571,7,,,240,2,122,51,,,,,,,,,,,,,,,,,65,7,10,13,,,,,,,,,,,39,32,,,,,,,,,,,,,,,,,52,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,34
31,32,2952,6473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,24,,,,,,,,,,,,,95,11,652,36,,,,,,,,,3267,36,4,28,517,22,,,8,9,,,88,11,,,746,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,,,,,,,,,464,21,31,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,23,,,40,15,,,,,,,,,,,,,,,,,,,111,26,,,,,102,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,39856,6146,,,,,,,,,,,,,,,,,,,,,,,,,,,71,9,,,,,,,,,,,,,,,22,15,,,,,,,79,13,,,,,9,47,452,47,,,,,,,,,2445,47,,,,,,,,,,,,,,,770,21,,,,,,,,,,,,,,,29,28,,,,,,,,,92,22,,,,,,,,,,,,,,,521,17,,,,,,,,,,,,,20,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,51,,,,,,,,,,,,,405,17,,,,,,,,,,,966,15,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8,,,,,,,,,,,,,,,,,,,,,,,,,,,213,20
33,34,36218,5932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,65,,,,,,,52,20,,,,,4,74,928,25,,,,,,,,,3312,33,,,,,,,,,,,23,35,,,240,57,,,,,,,,,,,,,,,15,41,,,,,,,,,,,,,,,,,,,,,,,,,95,70,848,15,,,,,,,,,,,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,48,,,22,26,,,,,,,,,,,,,89,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,27
34,35,5894,5733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,,,,,,,,,,,,,,,313,58,,,,,,,,,2143,54,,,366,26,,,,,,,30,31,,,291,51,,,,,,,,,,,,,,,45,21,,,,,,,,,,,,,,,,,,,,,,,,,182,45,1061,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,37,,,,,,,,,,,,,,,,,,,,,,,256,16,,,,,829,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,14,,,,,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,41114,5713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5713,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,1111,5704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,38,,,,,,,,,,,,,,,519,43,,,,,43,8,,,3828,27,,,454,25,,,,,,,,,,,281,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,2921,5538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,46,,,,,,,,,,,,,,,501,44,,,,,,,,,3210,37,,,,,,,,,,,,,,,390,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090,11,,,,,,,,,,,91,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,26,,,,,,,,,,,,,,,,,,,,,,,101,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,2386,5508,,,,,,,,,,,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,20,,,,,,,18,36,,,,,,,,,,,,,,,,,2466,46,4,27,1651,9,,,,,,,25,32,,,356,45,,,,,,,,,,,,,,,37,23,,,,,,,,,26,29,,,,,,,,,,,,,,,304,32,,,,,,,,,,,,,16,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,35,19,,,,,,,,,,,,,37,55,,,,,50,35,,,,,7,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,22,,,,,,,,,,,7,13,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,355,14
39,40,483,5136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,56,,,,,,,,,,,,,21,30,268,65,,,,,,,,,3425,31,,,,,,,,,,,23,33,,,294,50,,,,,,,,,,,,,,,10,42,,,,,,,,,,,,,,,,,,,,,1,7,,,168,49,395,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,52,,,12,35,,,,,,,,,,,,,25,73,,,,,39,40,,,,,265,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,47,,,,,,,,,,,,,,,,,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,40
40,41,1258,4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,25,,,,,,,1348,18,,,,,,,,,3390,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,4192,4753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,30,,,,,,,53,19,,,,,26,24,948,24,,,,,,,,,2,949,,,252,37,,,,,,,54,22,,,,,,,,,,,,,,,8,3,,,21,37,,,,,,,,,115,18,,,,,,,,,,,,,,,484,20,284,29,,,,,,,,,,,,,,,,,,,,,,,,,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,25,,,,,,,,,,,,,,,,,136,28,,,,,,,,,,,2142,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,29,,,,,,,,,,,,,,,,,,,,,,,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,29146,4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,40,,,,,,,,,786,103,,,,,,,,,,,,,,,152,68,,,,,,,,,,,,,,,,,,,,,,,,,24,30,,,,,,,,,,,,,,,,,48,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3053,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,2785,4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,2,,,,,,,,,,,,,14,38,212,75,,,,,,,,,575,125,,,2277,4,,,10,7,,,1,140,,,516,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,24,28,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,16,,,,,,,,,,,,,,,9,1,20,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,87
44,45,18011,4559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,,14,26,,,,,,,59,17,,,,,,,158,97,,,,,,,,,1761,60,12,8,568,21,11,13,,,,,11,66,,,146,69,,,,,,,,,,,,,,,35,25,19,5,,,,,,,20,34,,,,,,,,,,,,,,,65,86,686,17,,,,,,,,,,,22,29,,,,,,,7,3,,,,,,,,,,,,,,,13,3,,,,,28,6,,,,,,,,,,,,,31,70,16,3,9,38,,,,,,,,,,,,,46,49,,,,,171,19,,,,,408,30,,,,,,,,,,,,,15,5,12,2,30,11,,,,,,,,,,,,,27,42,,,,,15,4,,,,,,,,,,,36,22,,,,,7,24,,,1,2,,,,,76,7,,,,,,,,,,,,,,,,,,
45,46,1917,4479,,,,,,,,,,,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,39,,,,,,,19,34,,,,,96,10,304,59,,,,,,,,,2291,51,2,38,313,31,,,,,44,9,16,51,,,318,48,,,,,,,,,,,,,,,58,17,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,,,,,,,,,,,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,8,,,18,29,,,,,,,,,,,,,,,,,,,,,,,,,106,54,,,,,,,,,,,,,,,,,7,32,,,,,,,,,,,,,40,31,,,,,,,,,,,,,,,,,,,,,,,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,27,65
46,47,123417,4400,,,,,,,,,,,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248,25,,,,,,,,,,,74,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,2281,4321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,36,,,,,,,,,,,,,,,,,,,,,,,,,2565,45,,,1172,14,,,,,,,,,,,313,49,,,,,,,,,,,,,,,32,27,,,,,,,,,,,,,,,,,,,,,,,,,193,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,5242,4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4261,24,,,4,124,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,28,4257,,,,,,,,,,,200,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,54,,,,,,,,,2597,44,,,355,28,,,,,,,,,,,400,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,38,,,,,,,,,,,,,,,,,125,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,9209,4238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,68,,,,,,,,,,,,,17,33,320,55,,,,,,,,,3037,39,,,39,88,,,,,,,51,23,,,6,354,,,,,,,,,,,,,,,,,,,,,,,,,8,47,,,,,,,,,,,,,,,203,42,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,126,31,2,18,37,17,,,,,,,,,,,,,101,29,,,,,,,,,,,210,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,30,,,,,,,,,,,21,10,,,,,,,,,,,,,,,,,,,,,6,19,,,,,,,,,,,,,,,,,,
51,52,30549,4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,31,,,,,,,226,72,,,,,,,,,2895,41,,,,,,,,,,,,,,,271,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,80,358,24,,,,,,,,,,,17,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,43,,,16,31,,,,,,,,,,,,,,,,,,,,,,,,,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,13713,4022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,33,,,,,,,,,,,,,30,21,721,30,,,,,,,,,1259,74,,,197,44,,,6,13,,,22,36,,,632,26,,,,,,,,,,,,,,,19,38,,,,,,,,,34,28,,,,,,,,,,,2,6,,,181,46,354,25,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,30,,,,,174,18,,,,,30,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,53,,,,,,,,,,,,,,,,,115,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,26
53,54,9364,3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3426,6,,,,,,,,,491,136,,,,,,,,,,,,,,,46,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,1269,3878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627,16,,,,,,,,,1947,56,,,,,,,,,,,177,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,56,3737,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3529,29,,,46,81,,,,,,,,,,,141,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,2399,3653,,,,,,,,,,,13,14,,,,,,,7,4,,,,,,,9,18,,,,,,,,,3,6,,,,,19,17,,,,,,,24,30,,,,,,,128,113,,,,,,,,,1525,67,7,16,355,29,,,,,12,14,18,44,,,128,81,,,,,,,,,,,,,,,26,30,,,,,,,,,20,33,,,,,,,,,,,,,,,236,36,122,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,81,,,,,,,4,4,,,,,,,,,61,43,,,,,493,8,,,8,12,281,37,,,,,,,,,,,,,,,,,26,13,,,,,,,,,,,,,18,51,,,,,,,,,,,,,,,,,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,33
