,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
20,21,811,11338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4,,,,,,,14,36,,,,,,,1380,19,,,,,,,,,3503,30,,,1410,10,,,,,,,79,26,,,756,18,,,,,,,,,,,,,5,3,,,,,1248,4,,,,,,,,,,,104,17,,,,,,,,,,,,,,,72,80,224,34,,,,,,,,,,,,,381,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,6,,,31,28,,,,,,,,,,,,,,,,,,,337,15,,,,,538,10,,,76,8,291,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,5072,11163,,,,,,,,,,,2,21,,,,,,,,,,,,,,,,,,,15,18,,,,,116,2,,,,,,,,,4,55,,,,,,,,,,,,,148,8,774,33,,,,,,,,,7500,15,5,13,73,68,,,,,,,,,,,288,41,,,,,,,,,,,,,,,8,4,,,,,930,2,,,,,,,,,,,,,,,164,9,,,,,,,,,86,72,225,33,,,,,,,,,,,,,16,35,,,,,,,,,,,,,,,,,,,,,4,1,,,29,2,,,323,2,,,,,,,,,,,,,,,37,64,3,15,132,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,69,,,,,,,,,,,,,,,23,2,,,,,,,,,,,,,,,21,54,,,,,98,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,45
22,23,2136,9628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,8,,,,,,,,,,,,,,,,,,,,,,,247,5,,,,,,,2777,9,,,,,,,,,2729,38,3,23,210,43,,,,,630,4,,,,,218,56,,,,,,,,,,,,,,,,,,,,,,,,,131,5,,,,,149,11,,,,,,,,,,,,,,,297,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,953,4,,,,,,,,,,,,,,,,,,,,,,,619,8,,,,,,,,,,,96,62,,,,,,,,,,,,,21,7,,,87,3,,,,,,,,,3,3,,,293,6,,,,,,,,,,,,,,,,,,,31,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,76
23,24,3886,9056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,5,,,,,,,,,,,,,,,11,27,,,,,,,,,,,,,78,13,4581,3,,,,,,,,,16,920,4,18,298,35,13,12,,,77,11,129,18,,,353,37,,,,,4,4,,,,,,,,,,,,,23,43,,,,,,,,,,,623,2,,,,,,,,,,,,,,,514,19,86,54,,,,,,,,,,,,,20,28,,,,,,,,,5,3,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,42,3,14,116,9,,,,,,,,,,,,,,,,,,,205,25,,,,,1091,3,,,139,2,188,44,,,,,,,,,,,,,,,,,45,9,14,14,,,,,7,10,,,,,58,31,,,,,,,,,,,,,,,,,,,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,48
24,25,2398,8922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,59,,,,,,,,,7551,14,3,25,89,62,,,,,,,24,48,,,393,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,35,,,,,,,,,,,,,,,,,,,,,,,34,51,,,,,,,,,,,176,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,30,,,,,,,,,,,,,,,,,,,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,5432,8653,,,,,,,,,,,85,9,,,10,2,,,,,,,,,,,,,,,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,66,,,,,,,,,5583,19,,,1129,16,,,,,172,7,22,51,,,127,77,,,,,,,,,,,,,,,10,2,,,81,21,174,3,,,,,,,,,,,,,,,206,7,,,,,,,,,95,69,109,49,,,,,,,,,,,,,11,43,,,,,,,,,,,,,,,,,23,7,,,,,,,7,6,,,35,3,,,,,,,,,,,,,,,92,39,8,5,44,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,,,5,3,,,201,4,,,,,,,,,,,13,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,35
26,27,822,8087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,12,,,,,,,,,,,,,,,14,22,,,,,,,,,,,4,7,3,78,1280,20,,,,,28,10,,,2809,37,4,17,463,26,,,,,,,111,23,,,333,38,,,,,,,,,,,,,,,,,,,90,19,,,,,,,,,,,97,19,,,,,,,,,,,,,,,435,22,541,19,,,,,,,,,,,,,73,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,20,3,12,52,17,,,,,,,,,,,,,,,,,,,302,17,,,,,85,34,,,,,557,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,13,,,,,,,,,,,,,,,,,,,,,,,,,2,46,,,,,,,,,3,21,,,,,,,,,,,,,,,,,,,,,,,390,14
27,28,2719,7999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,41,,,,,22,30,542,43,,,,,,,,,5538,20,2,34,431,28,,,,,,,25,45,,,653,23,,,,,,,,,,,,,,,,,,,58,26,,,,,,,,,,,8,46,,,,,,,,,,,,,,,206,40,,,,,,,,,,,,,,,6,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,53,,,,,,,,,,,,,,,,,,,,,,,27,54,,,,,,,,,,,190,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,19,,,,,,,,,,,,,,,,,,,,,,,,,7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,29
28,29,28,7935,,,,,,,,,,,225,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,67,,,,,,,,,5134,21,,,275,37,,,,,,,23,49,,,260,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,13,,,,,,,,,273,30,1302,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,65,,,,,,,,,,,,,,,,,,,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,2952,7673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,10,,,,,,,,,,,,,268,4,929,28,,,,,,,,,3849,25,,,567,25,,,19,2,,,153,13,,,692,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,16,,,,,,,,,418,23,36,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,21,,,85,12,,,,,,,,,,,,,,,,,,,,,,,,,83,35,,,,,121,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,2392,7621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,15,,,,,,,94,13,,,,,,,738,34,,,,,7,12,,,3842,26,,,309,34,,,1,15,136,8,37,37,,,723,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,33,,,,,,,,,,,,,,,376,24,248,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,14,,,58,15,,,,,,,,,,,,,,,,,,,278,19,,,,,122,29,,,,,,,,,,,,,,,,,,,,,,,7,21,,,,,,,17,8,,,,,82,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,33
31,32,17530,7563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,233,,,,,,,,,842,90,,,,,,,,,,,,,,,55,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,39,,,,,,,,,,,,,6304,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,28
32,33,6819,7545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,15,4581,4,,,,,,,,,1266,70,1,41,69,71,,,,,,,18,54,,,231,54,,,,,,,,,,,,,,,,,,,51,27,,,,,,,,,,,,,,,,,,,,,,,7,3,,,115,61,79,56,,,,,,,,,,,,,11,44,,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,221,22,,,18,31,,,,,,,,,,,,,,,,,,,432,11,,,,,25,52,,,,,137,49,,,,,,,,,,,,,,,,,14,15,,,,,,,,,,,,,79,28,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,42
33,34,39856,6901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7,,,,,,,,,,,,,,,46,5,,,,,,,51,18,,,,,17,36,628,40,,,,,,,,,1846,52,,,1051,17,,,,,,,,,,,746,19,,,,,,,,,,,,,,,,,,,160,13,,,,,,,,,,,189,7,,,,,,,,,,,,,,,677,10,,,,,,,,,,,,,,,19,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,265,20,,,,,,,,,,,844,15,,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,25
34,35,2386,6712,,,,,,,,,,,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,41,,,,,,,24,25,,,,,23,29,317,63,,,,,,,,,2713,39,3,24,2023,6,,,,,,,94,24,,,282,43,,,,,,,,,,,,,,,,,,,60,25,,,,,,,,,,,37,29,,,,,,,,,,,,,,,217,37,,,,,,,,,,,,,,,41,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,107,10,,,,,,,,,,,,,,,,,,,68,34,,,,,92,31,,,,,11,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,29,,,,,,,,,,,,,30,9,,,,,,,,,,,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,450,13
35,36,4192,6035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,20,,,,,,,76,15,,,,,38,25,1785,13,,,,,,,,,1,997,,,256,39,,,,,,,40,34,,,283,42,,,,,,,,,,,,,4,4,,,,,17,45,,,,,,,,,,,66,24,,,,,,,,,,,,,,,573,14,643,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,30,,,,,,,,,,,,,,,,,,,,,,,121,29,,,,,,,,,,,1834,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,23,,,,,,,,,,,,,,,,,,,,,,,,,36,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,2921,5820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,53,,,,,,,,,,,,,,,466,49,,,,,,,,,3369,32,,,,,,,,,,,,,,,297,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,11,,,,,,,,,,,,,83,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,1111,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,19,,,,,,,,,,,,,,,799,32,,,,,59,7,,,3514,29,,,412,29,,,,,,,,,,,200,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,2785,5174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2,,,,,,,,,,,,,17,35,242,73,,,,,,,,,722,97,1,40,2412,5,,,18,3,,,11,65,,,579,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,17,40,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,12,,,,,,,,,,,,,,,,,,,3,1,,,34,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,29,67
39,40,18011,5099,,,,,,,,,,,29,13,,,,,,,,,,,,,,,,,6,5,,,,,,,19,4,,,,,,,,,8,36,,,,,,,32,23,,,,,,,162,94,,,,,,,,,2131,47,2,37,674,23,7,17,,,,,4,118,,,132,73,,,,,,,,,,,,,,,,,,,44,29,135,4,,,,,,,,,30,31,,,,,10,17,,,,,,,,,37,106,709,15,,,,,,,,,,,,,21,25,,,,,,,,,2,4,,,,,,,,,,,,,,,9,5,,,,,17,7,,,,,,,,,,,,,50,58,2,16,4,46,,,,,,,,,,,,,,,,,,,67,36,,,,,158,25,,,,,439,24,,,,,,,,,,,,,6,8,10,4,7,23,,,,,,,,,,,,,22,50,,,,,17,4,,,,,,,,,,,,,28,22,,,,,5,40,,,7,2,,,,,57,8,,,,,,,,,,,,,,,,,,,,,,,,
40,41,2281,4843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,17,,,,,,,,,,,,,,,,,,,,,,,,,3128,34,,,1161,15,,,,,,,,,,,260,50,,,,,,,,,,,,,,,,,,,28,41,,,,,,,,,,,,,,,,,,,,,,,,,,,210,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,1258,4792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,27,,,,,,,1103,24,,,,,,,,,3642,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,2407,4610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,310,,,,,,,,,4559,22,,,25,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,30549,4610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,26,,,,,55,16,342,58,,,,,,,,,3204,33,,,,,,,,,,,,,,,200,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,55,272,27,,,,,,,,,,,,,5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,50,,,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,1917,4474,,,,,,,,,,,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,31,,,,,,,15,34,,,,,133,10,337,60,,,,,,,,,2284,41,2,32,243,40,,,3,12,56,13,16,55,,,261,48,,,,,,,,,,,,,,,,,,,76,23,,,,,,,,,,,,,,,,,,,,,,,,,,,78,76,,,,,,,,,,,,,,,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,10,,,14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,51,,,,,,,,,,,,,,,,,14,14,,,,,,,,,,,,,31,42,,,,,,,,,,,,,,,,,,,,,,,,,5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,44
45,46,36218,4471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,60,,,,,,,35,22,,,,,7,50,905,29,,,,,,,,,2224,43,,,44,91,,,,,,,25,46,,,176,68,,,,,,,,,,,,,,,,,,,29,38,,,,,,,,,,,,,,,,,,,,,,,,,,,81,74,682,16,,,,,,,,,,,,,8,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,49,,,26,30,,,,,,,,,,,,,,,,,,,27,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,34
46,47,13713,4452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,35,,,,,,,,,,,,,44,20,682,37,,,,,,,,,1369,69,,,376,31,,,5,9,,,57,30,,,657,22,,,,,,,,,,,,,,,,,,,33,34,,,,,,,,,,,4,49,,,,,,,,,,,1,8,,,204,41,211,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,38,,,,,449,11,,,,,128,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,44,,,,,,,,,,,,,,,,,,,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,30
47,48,483,4388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,39,,,,,,,,,,,,,9,44,220,78,,,,,,,,,2933,35,,,56,81,,,,,,,6,90,,,249,51,,,,,,,,,,,,,,,,,,,23,42,,,,,,,,,,,,,,,,,,,,,,,6,4,,,123,58,369,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,46,,,7,38,,,,,,,,,,,,,,,,,,,19,71,,,,,45,42,,,,,130,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,61,,,,,,,,,,,,,,,,,,,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,41
48,49,5894,4312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,32,,,,,,,,,,,,,,,346,57,,,,,,,,,1836,54,,,240,42,,,,,,,37,38,,,272,46,,,,,,,,,,,,,,,,,,,69,24,,,,,,,,,,,,,,,,,,,,,,,,,,,198,43,255,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,12,,,,,447,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,55,,,,,,,,,,,,,,,,,,,26,24,,,,,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,40
49,50,2399,3952,,,,,,,,,,,25,14,,,,,,,4,4,,,,,,,,,,,15,17,,,,,,,,,1,8,,,,,14,23,,,,,,,14,37,,,,,,,144,103,,,,,,,,,2063,49,8,10,452,27,,,,,13,19,5,106,,,111,84,,,,,,,,,,,,,,,,,,,37,32,,,,,,,,,,,29,32,,,,,,,,,,,,,,,131,54,138,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,47,,,,,,,,,,,,,,,,,,,,,,,60,37,,,,,127,28,,,15,11,351,29,,,,,,,,,,,,,,,4,5,15,13,,,,,,,,,,,,,16,56,,,,,,,,,,,,,,,,,,,8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,36
50,51,11733,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,85,,,,,,,3,1,851,89,,,,,,,,,,,,,,,169,69,,,,,,,,,,,,,,,,,,,,,,,,,257,2,,,,,12,42,,,,,,,,,,,,,,,2276,3,37,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,62,2,,,,,40,7,,,,,3,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,11634,3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739,27,,,,,,,,,,,,,,,34,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,82
52,53,1887,3744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,107,,,,,,,,,2832,36,,,115,58,,,,,,,,,,,196,60,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,28,,,,,47,41,,,,,63,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
